1234.25000000,1234.26000000,1234.82000000,1233.73000000,1234.64000000,1235.25011186,1235.92038754,1231.28535265,6.21901409,18.27059271,42.02750138,1243.11112679,1231.59315893,-94.34210133,2.46815362,1.50111685,0.00000000,0.03016010,1.13417285,1234.25000000,1234.26000000,1234.82000000,1233.73000000,1234.64000000,1234.37493962,1234.95026995,1236.04917360,17.78149186,18.32006126,26.98287226,1238.25429578,1232.42427565,-58.46087107,-0.84323478,0.00000000,-1.10789367,-0.88921075,-0.91467610,1234.25000000,1234.26000000,1234.82000000,1233.73000000,1234.64000000,1234.09043206,1234.25236601,1236.37850217,18.37327528,18.00323761,29.58842587,1235.43315724,1233.03398562,6.06717226,-1.19009233,0.00000000,-1.01874174,-0.38055186,-0.56582876,1234.26000000,1234.26000000,1234.26000000,1234.26000000,1234.64000000,1234.04913228,1234.00498230,1235.29378518,22.74784888,9.86678646,39.52929793,1234.90483765,1233.19230521,47.69114307,-0.47276121,0.00000000,-0.35819270,-0.03764894,-0.14293594,1234.26000000,1234.26000000,1234.26000000,1234.26000000,1234.64000000,1234.17775780,1234.01167121,1234.06576992,27.55669761,7.85599294,44.00792654,1234.62634729,1232.84365271,89.06913866,-0.10608828,0.04925071,0.00000000,0.14885779,0.03492762,2017.02.20 09:15:00
1233.67000000,1234.25000000,1235.00000000,1232.81000000,1234.64000000,1235.74516778,1236.28936255,1231.16393848,8.29201879,24.36079028,39.63300426,1243.03892920,1231.86535652,-105.07222070,2.58406849,1.78272352,0.00000000,0.29624045,1.41017604,1234.21000000,1234.25000000,1234.35000000,1232.81000000,1234.64000000,1234.43240943,1235.10366328,1236.12220110,9.33556713,24.42674835,35.47989041,1238.87717528,1232.39425329,-88.41466777,-0.74520644,0.00000000,-1.09952740,-0.97068720,-0.92104244,1233.11000000,1234.25000000,1234.35000000,1233.06000000,1234.64000000,1234.00564808,1234.25066957,1236.46497164,10.12461169,24.00431682,39.11215336,1235.89892786,1232.82964356,-51.60680529,-1.22456532,0.00000000,-1.08896089,-0.46298469,-0.61214798,1234.25000000,1234.27000000,1234.82000000,1233.73000000,1234.64000000,1233.94369842,1233.94831170,1235.33598050,30.33046518,13.15571528,39.54082032,1234.89329933,1233.19098638,53.53501895,-0.49152714,0.00000000,-0.41120828,-0.08827882,-0.16925769,1234.48000000,1234.27000000,1234.82000000,1234.24000000,1234.64000000,1234.13663670,1233.95648704,1234.05784216,36.74226349,10.47465725,40.13331383,1234.53939818,1232.77917324,137.58563666,-0.13847780,0.02413356,0.00000000,0.14287505,0.00644507,2017.02.20 09:15:00
1235.38000000,1233.72000000,1238.15000000,1232.87000000,1234.64000000,1236.49275168,1236.74255423,1231.03797678,11.05602505,31.56781170,36.44034144,1243.14930695,1231.61497877,-70.82889164,2.63662145,2.11724369,0.00000000,0.69219789,1.68865994,1234.69000000,1234.17000000,1234.73000000,1233.67000000,1234.64000000,1234.52361414,1235.29336623,1236.19861747,12.44742284,13.95427918,32.40708707,1239.65307799,1232.34549344,-79.76635067,-0.61535634,0.00000000,-1.07183768,-1.04446188,-0.90863125,1234.21000000,1233.12000000,1234.21000000,1232.81000000,1234.64000000,1233.88347213,1234.25081836,1236.55537865,9.88191119,32.00575576,38.59338889,1236.32327018,1232.69244411,-97.44960463,-1.24464443,0.00000000,-1.16172844,-0.56426676,-0.64943881,1233.29000000,1234.25000000,1234.35000000,1233.29000000,1234.64000000,1233.78054762,1233.87682541,1235.37948991,26.06753155,17.54095371,39.55618350,1234.86990155,1233.18581274,-9.42544564,-0.50991364,0.00000000,-0.47391242,-0.16343870,-0.18950240,1233.93000000,1234.45000000,1234.57000000,1233.93000000,1234.64000000,1234.06995505,1233.88681749,1234.04918266,34.62186856,13.96620966,34.96716354,1234.45856649,1232.80714780,136.90002652,-0.16739630,0.00000000,-0.00929427,0.12454904,-0.02766242,2017.02.20 09:15:00
1238.24000000,1234.80000000,1238.25000000,1234.48000000,1234.64000000,1237.87912752,1237.41423295,1230.92850645,14.74136673,31.92627418,32.54618629,1243.51638714,1230.90789858,-28.33927864,2.60131497,2.56738043,0.00000000,1.36099405,1.93777545,1234.18000000,1234.71000000,1235.00000000,1233.83000000,1234.64000000,1234.70042121,1235.54300317,1236.28141818,16.59656379,13.57425903,41.30697569,1241.25764727,1231.88378130,-74.57273456,-0.45639502,0.00000000,-1.01275971,-1.09004026,-0.87467359,1234.18000000,1234.17000000,1234.31000000,1233.67000000,1234.64000000,1234.26520819,1234.50211133,1236.69559819,13.17588158,22.19815053,33.85215692,1236.78882438,1232.76260419,-53.54964052,-1.24470210,0.00000000,-1.12265389,-0.48832806,-0.67073182,1233.11000000,1233.29000000,1233.45000000,1233.06000000,1234.64000000,1233.54582144,1233.79389773,1235.42559153,6.45482194,23.38793828,46.22405602,1234.83659172,1233.16340828,-168.92812887,-0.53094235,0.00000000,-0.54501605,-0.26709807,-0.19601833,1234.25000000,1233.94000000,1234.25000000,1233.73000000,1234.64000000,1233.87993258,1233.76166582,1234.03282277,29.49582474,18.62161289,32.45229003,1234.36906681,1232.85664748,75.29687932,-0.18886186,0.00000000,-0.07015241,0.05766036,-0.06571529,2017.02.20 09:15:00
1242.14000000,1238.24000000,1242.71000000,1237.22000000,1234.64000000,1239.41869127,1237.99517360,1230.77048630,19.65515564,18.34201721,31.12023741,1245.56115971,1227.38026886,56.35135332,2.44917739,2.99461125,0.00000000,2.12627051,2.08197080,1233.67000000,1234.17000000,1234.41000000,1233.48000000,1234.64000000,1234.69563182,1235.72811498,1236.34555770,5.31963491,18.09901204,51.73686435,1242.36283758,1231.79859099,-94.73825264,-0.26439945,0.00000000,-0.97760551,-1.20118443,-0.82083193,1234.69000000,1234.18000000,1234.73000000,1234.07000000,1234.64000000,1234.31281228,1234.57591385,1236.79868383,17.56784211,8.76420071,36.63442754,1236.80562111,1232.83580746,-39.46592860,-1.24115175,0.00000000,-1.16336013,-0.53491837,-0.71633276,1233.53000000,1233.12000000,1233.67000000,1232.81000000,1234.64000000,1233.67373215,1233.90587500,1235.51275854,8.60642926,31.18391771,42.71836809,1234.79631804,1233.31939625,-235.96614951,-0.54960732,0.00000000,-0.53009719,-0.24056900,-0.17824839,1233.94000000,1234.25000000,1234.35000000,1233.94000000,1234.64000000,1233.84989886,1233.72203601,1234.03661145,39.32776632,11.36727872,35.73661466,1234.40194362,1232.84519924,112.29871176,-0.19869243,0.00000000,-0.09488187,0.04333621,-0.09655920,2017.02.20 09:15:00
1241.33000000,1242.17000000,1243.82000000,1239.96000000,1234.64000000,1240.00803691,1237.94076773,1230.46560819,26.20687419,7.81971451,40.34168836,1246.03433145,1225.19709712,100.73501508,2.19493374,3.14610060,0.00000000,2.57714350,2.07089587,1234.42000000,1233.72000000,1234.51000000,1233.08000000,1234.64000000,1234.95844773,1236.07436275,1236.43435597,7.09284654,24.13201605,50.79273989,1243.19132779,1232.07438650,-113.02572210,-0.05543284,0.00000000,-0.86353443,-1.21365318,-0.72574380,1234.28000000,1234.71000000,1235.00000000,1234.11000000,1234.64000000,1234.37921842,1234.66389470,1236.90556888,23.42378948,9.66539893,37.70150736,1236.90749149,1232.93393708,-24.98027873,-1.22535498,0.00000000,-1.19941267,-0.58095892,-0.76168635,1234.21000000,1233.49000000,1234.21000000,1233.08000000,1234.64000000,1233.95059823,1234.08051389,1235.61042215,11.47523901,31.11344066,38.04411751,1234.66576621,1233.53566236,-147.86418401,-0.57663631,0.00000000,-0.48603570,-0.15690535,-0.16266824,1233.83000000,1233.94000000,1234.09000000,1233.82000000,1234.64000000,1233.64984829,1233.60471067,1234.02790172,31.29881038,15.15637163,29.26405921,1234.33130367,1232.87726776,72.84288926,-0.20472955,0.00000000,-0.15662918,-0.03656434,-0.13153305,2017.02.20 09:15:00
1237.53000000,1241.38000000,1242.83000000,1236.53000000,1234.64000000,1238.92705536,1237.00093834,1229.98787791,26.39327612,10.42628601,35.77637685,1245.29377866,1223.62764991,86.47940654,1.89902534,2.89354919,0.00000000,2.43324843,1.94433396,1235.88000000,1234.40000000,1236.20000000,1232.87000000,1234.64000000,1235.57767160,1236.59755448,1236.54514601,9.45712873,32.17602141,49.53390727,1243.89467490,1232.62675367,-112.71643596,0.16174742,0.00000000,-0.65955957,-1.08982802,-0.60376646,1234.18000000,1234.28000000,1234.38000000,1233.83000000,1234.64000000,1234.21382764,1234.65364908,1236.99518394,8.01074553,12.88719857,36.40877116,1237.00326968,1232.97101604,-61.52046784,-1.20558336,0.00000000,-1.28194646,-0.71712598,-0.80686821,1233.97000000,1234.17000000,1234.31000000,1233.90000000,1234.64000000,1234.18089735,1234.21173920,1235.69696999,15.30031868,17.29579699,35.35505057,1234.71576623,1233.45851948,16.30591631,-0.61372143,0.00000000,-0.46040034,-0.08655587,-0.16410896,1233.29000000,1233.87000000,1234.03000000,1233.29000000,1234.64000000,1233.50477244,1233.53020194,1234.03148954,34.32433977,20.20849550,27.43594110,1234.33543886,1232.87598971,26.75034867,-0.20085925,0.00000000,-0.20159933,-0.10197213,-0.15527523,2017.02.20 09:15:00
1237.58000000,1237.53000000,1238.78000000,1237.42000000,1234.64000000,1237.70058305,1236.02781353,1229.52289334,13.76246340,13.90171468,33.24666652,1244.23115575,1222.55884425,65.33537866,1.56736492,2.60955012,0.00000000,2.22888430,1.82210535,1236.22000000,1235.79000000,1236.70000000,1235.30000000,1234.64000000,1236.16650739,1237.08589992,1236.63270299,12.60950497,18.57703755,47.85546377,1244.16933174,1233.34923969,-86.18377913,0.38353713,0.00000000,-0.45885625,-0.96549043,-0.48225107,1233.86000000,1234.17000000,1234.36000000,1233.71000000,1234.64000000,1234.18074145,1234.73668221,1237.10600777,9.46887283,17.18293143,40.76682602,1237.11325220,1233.07960494,-77.61488020,-1.17842394,0.00000000,-1.32486128,-0.81265858,-0.82930377,1234.18000000,1233.96000000,1234.22000000,1233.67000000,1234.64000000,1234.18634602,1234.22101457,1235.75929530,13.08335174,23.06106265,45.09945793,1234.72169883,1233.36972974,-24.47257384,-0.65982161,0.00000000,-0.49021992,-0.09593841,-0.18349724,1233.31000000,1233.29000000,1233.34000000,1233.06000000,1234.64000000,1233.32215866,1233.45469125,1234.03808095,14.68470527,26.94466067,27.95290933,1234.32257476,1232.87742524,-75.36113382,-0.18462602,0.00000000,-0.24893796,-0.18480607,-0.16860101,2017.02.20 09:15:00
1239.35000000,1237.61000000,1239.49000000,1237.36000000,1234.64000000,1237.78587457,1235.69399431,1229.19607266,18.34995120,18.53561957,44.16110097,1243.60147558,1221.89281014,77.78842031,1.21299708,2.60110694,0.00000000,2.49120182,1.72041061,1235.38000000,1236.26000000,1238.15000000,1235.29000000,1234.64000000,1236.35476109,1237.37387768,1236.66709903,16.81267329,24.76938340,57.42896488,1244.31647938,1233.88352062,-80.99545867,0.60515585,0.00000000,-0.33753882,-0.97417668,-0.36144123,1233.67000000,1233.86000000,1234.41000000,1233.48000000,1234.64000000,1234.18611218,1234.86261159,1237.22584482,12.62516377,22.91057523,44.70781758,1237.17803719,1233.23624852,-104.45966046,-1.14901793,0.00000000,-1.34916548,-0.89821343,-0.83346507,1234.41000000,1234.18000000,1234.50000000,1234.07000000,1234.64000000,1234.29951903,1234.27901781,1235.83273592,17.44446898,6.50565929,50.93090210,1234.72874695,1233.37982448,56.58582977,-0.70793348,0.00000000,-0.49976826,-0.06776088,-0.20538694,1233.35000000,1233.31000000,1233.43000000,1233.20000000,1234.64000000,1233.33823799,1233.49128931,1234.06861487,19.57960703,19.25954756,27.45379333,1234.37468075,1232.92389068,-69.38967136,-0.16156045,0.00000000,-0.24668381,-0.19866310,-0.16454974,2017.02.20 09:15:00
1239.93000000,1239.37000000,1241.39000000,1238.74000000,1234.64000000,1237.87381185,1235.26821527,1228.85264705,24.46660160,3.11791530,58.71368024,1242.95080452,1220.85348120,111.11111111,0.81307955,2.54435064,0.00000000,2.75265433,1.52771281,1235.61000000,1234.80000000,1236.09000000,1234.48000000,1234.64000000,1236.40214163,1237.62140605,1236.68371532,1.91938528,33.02584453,70.19363301,1244.24396637,1234.17746220,-132.66847990,0.80704188,0.00000000,-0.22563856,-1.02194135,-0.20825736,1233.58000000,1233.72000000,1234.10000000,1233.08000000,1234.64000000,1234.34916827,1235.08541416,1237.36322625,5.72244058,30.54743365,49.96247300,1237.63203506,1233.31082208,-145.97401935,-1.12531763,0.00000000,-1.32899861,-0.92813302,-0.81727798,1234.69000000,1234.40000000,1234.73000000,1234.08000000,1234.64000000,1234.35927854,1234.30102177,1235.90019453,23.25929198,7.89901859,52.68344205,1234.76537246,1233.37462754,100.98800959,-0.75791319,0.00000000,-0.52708606,-0.06042308,-0.23979346,1233.11000000,1233.34000000,1233.45000000,1233.10000000,1234.64000000,1233.35235699,1233.53157582,1234.09957874,26.10614271,25.67939675,36.33036978,1234.45864654,1232.96421060,-84.09731786,-0.13972598,0.00000000,-0.24225493,-0.21338350,-0.15602140,2017.02.20 09:15:00
